,segment_id,start,end,anger,disgust,fear,joy,neutral,sadness,surprise
0,1,129,153,0.06632762402296066,0.449130654335022,0.01963541842997074,0.004295204300433397,0.4351079761981964,0.01774369738996029,0.007759526837617159
1,3,259,270,0.007543694693595171,0.022347696125507355,0.005208061076700687,0.009769358672201633,0.9277912378311157,0.01606358215212822,0.011276211589574814
2,4,273,284,0.11108031123876572,0.6303049921989441,0.07064274698495865,0.00343281589448452,0.12574386596679688,0.03226048871874809,0.026534752920269966
3,5,312,325,0.015174650587141514,0.007226959802210331,0.0026048722211271524,0.26325052976608276,0.6008388996124268,0.01004366297274828,0.10086044669151306
4,6,411,424,0.04137805476784706,0.14674954116344452,0.07474161684513092,0.007357495371252298,0.1318056732416153,0.08492063730955124,0.5130470395088196
5,7,426,440,0.011737646535038948,0.008245496079325676,0.0021770175080746412,0.04486944526433945,0.9234329462051392,0.0040798732079565525,0.005457677878439426
6,8,620,631,0.031875599175691605,0.04954909533262253,0.013773554004728794,0.0076267048716545105,0.6969877481460571,0.015867017209529877,0.18432021141052246
7,10,1371,1385,0.01289298664778471,0.049086522310972214,0.006244027987122536,0.005482339300215244,0.7106992602348328,0.011467725038528442,0.20412710309028625
8,12,1453,1470,0.01217622123658657,0.009972396306693554,0.001945661148056388,0.42213812470436096,0.529351532459259,0.01308852806687355,0.011327532120049
9,15,1838,1856,0.13343742489814758,0.247245654463768,0.018390381708741188,0.00670388201251626,0.4180266261100769,0.01714511401951313,0.1590508669614792
10,18,2243,2253,0.01098579354584217,0.01435015443712473,0.0038870442658662796,0.007478949148207903,0.6628387570381165,0.004010606557130814,0.2964487373828888
11,19,2270,2284,0.004005896858870983,0.00832679308950901,0.007613552268594503,0.0034281183034181595,0.04906737059354782,0.8999389410018921,0.02761935256421566
12,21,2585,2596,0.0032752801198512316,0.002081305021420121,0.00037048221565783024,0.930968165397644,0.04108765348792076,0.008976463228464127,0.013240554369986057
13,22,2631,2650,0.0038335276767611504,0.019150257110595703,0.0034491862170398235,0.018085630610585213,0.9293573498725891,0.0061296820640563965,0.019994355738162994
14,24,2943,2954,0.0053963796235620975,0.00636186171323061,0.002724710153415799,0.610185980796814,0.30800437927246094,0.039400096982717514,0.02792663685977459
15,25,2966,2981,0.012069644406437874,0.02269311621785164,0.003759166458621621,0.009980381466448307,0.9056857228279114,0.005611647851765156,0.04020029306411743
16,26,2985,3012,0.03682345896959305,0.041521281003952026,0.008805853314697742,0.005364957265555859,0.8955122232437134,0.0032573689240962267,0.008714801631867886
17,27,3017,3034,0.016418926417827606,0.015205181203782558,0.0024584399070590734,0.0048974305391311646,0.9531934857368469,0.0023018212523311377,0.005524787120521069
18,28,3173,3186,0.002324159722775221,0.000872806238476187,0.0006681490340270102,0.9431020617485046,0.008526572957634926,0.0023160914424806833,0.042190149426460266
19,29,3203,3214,0.02257278934121132,0.0324070118367672,0.006029236596077681,0.0872761458158493,0.8003920316696167,0.038733385503292084,0.012589454650878906
20,31,4014,4026,0.024180812761187553,0.05644878372550011,0.01349097304046154,0.019628550857305527,0.8268405795097351,0.039157696068286896,0.020252523943781853
21,34,4154,4168,0.060449983924627304,0.11246027052402496,0.027795812115073204,0.009466204792261124,0.672840416431427,0.06472532451152802,0.052262019366025925
22,35,4477,4493,0.08055797964334488,0.11007717996835709,0.045647211372852325,0.006207505241036415,0.7388789653778076,0.011154276318848133,0.00747688440605998
23,36,4592,4610,0.010767658241093159,0.009005806408822536,0.0012904853792861104,0.10322600603103638,0.8263199925422668,0.011257096193730831,0.03813294693827629
24,38,4683,4702,0.39628976583480835,0.05773785710334778,0.0646195188164711,0.00682991836220026,0.4228792190551758,0.04826337471604347,0.0033803307451307774
25,41,4781,4806,0.013428100384771824,0.03871593624353409,0.0036947408225387335,0.04925094172358513,0.8595935106277466,0.02305680885910988,0.012260029092431068
26,42,4917,4932,0.009178539738059044,0.022209057584404945,0.0028225539717823267,0.005358729045838118,0.9343312382698059,0.004240739159286022,0.021859196946024895
27,43,4934,4963,0.04420429840683937,0.21341949701309204,0.12721702456474304,0.00588291184976697,0.5596334338188171,0.02347208559513092,0.026170771569013596
28,44,5034,5063,0.045222677290439606,0.11026910692453384,0.06639767438173294,0.024054329842329025,0.6577247977256775,0.05214783176779747,0.04418362304568291
29,54,5520,5543,0.0569181814789772,0.010532593354582787,0.0453723669052124,0.028264399617910385,0.6122288703918457,0.06476587057113647,0.18191780149936676
30,55,5561,5578,0.007922322489321232,0.024519136175513268,0.00464211218059063,0.002750301267951727,0.9436453580856323,0.005051219370216131,0.011469665914773941
31,56,5653,5680,0.6200240254402161,0.06435386836528778,0.034660179167985916,0.05886799842119217,0.12458455562591553,0.056468043476343155,0.04104132577776909
32,57,5686,5696,0.1627344787120819,0.34855949878692627,0.042451754212379456,0.03416295722126961,0.39291146397590637,0.015097650699317455,0.004082278814166784
33,64,6007,6021,0.20376040041446686,0.07896823436021805,0.011947240680456161,0.433162659406662,0.20735636353492737,0.008773116394877434,0.05603209137916565
34,67,6186,6203,0.010530623607337475,0.006773503962904215,0.016143836081027985,0.012364888563752174,0.7391237020492554,0.006865306291729212,0.2081982046365738
35,69,6265,6282,0.01136766467243433,0.03530409559607506,0.0016380619490519166,0.0029321578331291676,0.9379174709320068,0.006096718832850456,0.004743904806673527
36,70,6365,6389,0.0057936981320381165,0.027941640466451645,0.0021600951440632343,0.016660917550325394,0.9312458038330078,0.0035709496587514877,0.0126268919557333
37,71,6435,6462,0.027500774711370468,0.012115903198719025,0.01556624099612236,0.019274253398180008,0.7248432040214539,0.009005513973534107,0.19169409573078156
