,segment_id,start,end,anger,disgust,fear,joy,neutral,sadness,surprise
0,2,113,139,0.1837981641292572,0.2679114043712616,0.021740399301052094,0.005269673652946949,0.3468298017978668,0.009830188006162643,0.16462035477161407
1,3,658,671,0.04670214280486107,0.09206786006689072,0.005341138690710068,0.05485754832625389,0.7867617011070251,0.008881606161594391,0.005388127639889717
2,4,672,702,0.24620135128498077,0.06334207952022552,0.17141962051391602,0.011241119354963303,0.47133854031562805,0.027829475700855255,0.008627813309431076
3,5,703,718,0.02098960056900978,0.024323152378201485,0.004870254080742598,0.12559711933135986,0.8012621998786926,0.005595893133431673,0.01736171543598175
4,6,805,825,0.02229445055127144,0.009178387001156807,0.018842831254005432,0.007462503854185343,0.9244797229766846,0.004129425622522831,0.013612611219286919
5,7,949,972,0.03604910895228386,0.033059846609830856,0.03146535903215408,0.017041916027665138,0.46911895275115967,0.006182647775858641,0.40708214044570923
6,8,973,1012,0.01952485367655754,0.02447148784995079,0.002914031967520714,0.16695742309093475,0.7471093535423279,0.012176652438938618,0.02684621699154377
7,9,1015,1029,0.17643673717975616,0.2792556881904602,0.06334315985441208,0.01795550063252449,0.3930231034755707,0.05252007395029068,0.017465751618146896
8,10,1351,1370,0.04257909953594208,0.23209993541240692,0.04138244688510895,0.01074214093387127,0.12492622435092926,0.2877233326435089,0.26054689288139343
9,11,1380,1397,0.05212019011378288,0.1716303676366806,0.13920651376247406,0.008785713464021683,0.5839473009109497,0.023455465212464333,0.020854409784078598
10,12,1408,1425,0.04344727098941803,0.07455040514469147,0.007536090910434723,0.005485017783939838,0.8463009595870972,0.008061017841100693,0.014619085937738419
11,13,1450,1469,0.12126128375530243,0.14344234764575958,0.021512489765882492,0.021494083106517792,0.6329938173294067,0.03036421351134777,0.028931763023138046
12,14,1509,1532,0.03796955943107605,0.02441924810409546,0.004408290144056082,0.009001706726849079,0.6651744842529297,0.005501756444573402,0.2535249888896942
13,15,1537,1553,0.00877370499074459,0.007854231633245945,0.0038849073462188244,0.0042810034938156605,0.7155817151069641,0.008061418309807777,0.25156301259994507
14,16,1804,1832,0.09371796995401382,0.30826735496520996,0.02093050442636013,0.010284410789608955,0.5460706353187561,0.011117014102637768,0.00961210299283266
15,17,1834,1871,0.11073262989521027,0.2495105117559433,0.0206346083432436,0.16607993841171265,0.4174131155014038,0.03083593212068081,0.004793244879692793
16,18,1907,1918,0.03587398678064346,0.049266427755355835,0.005676912609487772,0.003500763326883316,0.8644235134124756,0.007286468520760536,0.033971890807151794
17,19,1919,1931,0.05549922585487366,0.04231366887688637,0.005045630969107151,0.0033781935926526785,0.07334653288125992,0.009254701435565948,0.8111620545387268
18,20,1956,1966,0.36181017756462097,0.2833523154258728,0.01959911175072193,0.005397401284426451,0.21974879503250122,0.023359255865216255,0.08673296123743057
19,21,1975,1993,0.02056848257780075,0.031023820862174034,0.00900176726281643,0.008527864702045918,0.8740644454956055,0.006812467239797115,0.05000118911266327
20,23,2187,2198,0.06875882297754288,0.19440679252147675,0.035593148320913315,0.00739903561770916,0.6571071743965149,0.026189006865024567,0.010546029545366764
21,24,2634,2655,0.02001943439245224,0.06086304411292076,0.0033048810437321663,0.3098083436489105,0.5880507230758667,0.006608164869248867,0.01134534366428852
