,segment_id,start,end,anger,disgust,fear,joy,neutral,sadness,surprise
22,25,2661,2679,0.031554535031318665,0.019912783056497574,0.012544750235974789,0.040518805384635925,0.6293461322784424,0.041349995881319046,0.22477298974990845
23,26,2707,2725,0.01244775764644146,0.013904777355492115,0.0025805868208408356,0.032716117799282074,0.9248765110969543,0.00428939051926136,0.009184757247567177
24,27,2726,2740,0.14361226558685303,0.6469546556472778,0.03363257274031639,0.005292131565511227,0.1446034014225006,0.019574610516428947,0.006330377422273159
25,28,2952,2963,0.48257601261138916,0.29591014981269836,0.02854558266699314,0.007151840720325708,0.16785737872123718,0.01638295315206051,0.001576129230670631
26,29,3462,3482,0.061722252517938614,0.11330270022153854,0.025962842628359795,0.013064530678093433,0.3496232032775879,0.02513033151626587,0.4111940860748291
27,30,3494,3522,0.08459120243787766,0.1703941971063614,0.016894591972231865,0.006734319031238556,0.6905234456062317,0.012096107937395573,0.01876605860888958
28,31,3530,3551,0.10024723410606384,0.16425515711307526,0.020381348207592964,0.0034111179411411285,0.6650774478912354,0.011343348771333694,0.035284340381622314
29,32,3580,3592,0.01562766544520855,0.03208114951848984,0.0071074478328228,0.00464810524135828,0.9328995943069458,0.003593728644773364,0.00404231995344162
30,33,3601,3629,0.009760123677551746,0.018442029133439064,0.006414665374904871,0.0037259056698530912,0.9332001209259033,0.003098331158980727,0.02535875514149666
31,34,4362,4402,0.023779530078172684,0.05139073729515076,0.007663432974368334,0.01479754876345396,0.7240292429924011,0.01704101264476776,0.16129854321479797
32,37,4582,4598,0.21110142767429352,0.1693129688501358,0.012255430221557617,0.007709986064583063,0.5877683162689209,0.00849803164601326,0.0033538080751895905
33,39,5133,5148,0.032668210566043854,0.03514179214835167,0.0024651815183460712,0.08084102720022202,0.8392475843429565,0.0054713706485927105,0.004164834972470999
34,41,5285,5314,0.010829771868884563,0.01321782823652029,0.0036025934386998415,0.0036814359482377768,0.9517634510993958,0.0044096289202570915,0.012495414353907108
35,43,5384,5396,0.03034239448606968,0.06167147308588028,0.0751572996377945,0.007763349916785955,0.4283426105976105,0.026601171121001244,0.37012165784835815
36,45,5501,5518,0.0301078949123621,0.036804016679525375,0.008758093230426311,0.03664029389619827,0.8561620116233826,0.00947322603315115,0.022054390981793404
37,48,5621,5636,0.03673277422785759,0.11394218355417252,0.037732210010290146,0.005251019727438688,0.2692359387874603,0.0217534601688385,0.5153524279594421
38,49,5639,5650,0.25645726919174194,0.19563591480255127,0.026681026443839073,0.01961684226989746,0.4517107903957367,0.048489511013031006,0.0014086388982832432
39,55,5971,5985,0.020344020798802376,0.04087812826037407,0.014303694479167461,0.009053236804902554,0.03532512113451958,0.10094442218542099,0.7791513204574585
40,56,5996,6008,0.06030162796378136,0.1667465716600418,0.07776262611150742,0.011675285175442696,0.5417184233665466,0.08592867106199265,0.05586676672101021
41,57,6018,6070,0.4283408224582672,0.1893797665834427,0.02456388995051384,0.10687229037284851,0.07537633925676346,0.04215560480952263,0.13331128656864166
42,58,6078,6091,0.012732344679534435,0.0351717546582222,0.001663248986005783,0.3671084940433502,0.5619792342185974,0.009823469445109367,0.011521508917212486
43,59,6181,6193,0.13323169946670532,0.8380066156387329,0.013260112144052982,0.0012697030324488878,0.00617673946544528,0.005905093625187874,0.002150079235434532
44,60,6775,6789,0.4046637713909149,0.02085120975971222,0.48247453570365906,0.021197091788053513,0.030771885067224503,0.02314571850001812,0.016895754262804985
45,61,6810,6822,0.13699735701084137,0.060305289924144745,0.009315554052591324,0.011310379952192307,0.07208336889743805,0.008035236038267612,0.7019528150558472
46,62,7162,7172,0.013445291668176651,0.039624348282814026,0.0035390297416597605,0.014444355852901936,0.9113818407058716,0.011563907377421856,0.006001287139952183
47,63,7268,7280,0.023403093218803406,0.006886263377964497,0.006013172212988138,0.4043005406856537,0.39214229583740234,0.014581372030079365,0.15267330408096313
48,65,7384,7396,0.00463712727651,0.007945031858980656,0.0034912247210741043,0.003127964911982417,0.90937739610672,0.00705612963065505,0.06436506658792496
49,66,7409,7420,0.08388572931289673,0.08831312507390976,0.29580801725387573,0.025805721059441566,0.482515424489975,0.02042572759091854,0.003246172098442912
50,67,7464,7487,0.05746162310242653,0.06719449907541275,0.01826266199350357,0.0026330386754125357,0.8307254910469055,0.005985208787024021,0.017737487331032753
51,68,7774,7795,0.07571063190698624,0.34860387444496155,0.012721072882413864,0.004558448679745197,0.5215826034545898,0.028535036370158195,0.008288352750241756
52,69,7845,7855,0.49706995487213135,0.3759864270687103,0.017003467306494713,0.005687667988240719,0.0577627457678318,0.011746360920369625,0.03474339097738266
53,70,7858,7871,0.430460661649704,0.15748244524002075,0.05177813768386841,0.005576001014560461,0.05181232467293739,0.008739293552935123,0.2941511869430542
54,71,8099,8114,0.41675975918769836,0.2009892612695694,0.022022947669029236,0.07998835295438766,0.22703759372234344,0.01929311826825142,0.03390904515981674
55,72,9315,9347,0.05817337706685066,0.10676698386669159,0.0051117101684212685,0.40320006012916565,0.39968594908714294,0.010851594619452953,0.016210371628403664
56,73,9348,9369,0.038661129772663116,0.043316636234521866,0.006545960903167725,0.534167468547821,0.29912376403808594,0.048588190227746964,0.029596777632832527
