,anger,disgust,fear,joy,sadness,surprise,neutral,start_patch
0,0.2703122497998405,0.0006285028022417939,0.12772217774219327,0.11220976781425189,0.22762610088070503,0.015304243394715818,0.24508006405124114,0
1,0.2119599999999999,0.0007160000000000005,0.11128800000000054,0.1041000000000002,0.34882800000000014,0.02519999999999988,0.19701199999999966,5
2,0.20728400000000038,0.0004680000000000003,0.1273799999999996,0.13317199999999985,0.30987200000000026,0.025063999999999986,0.19586400000000032,10
3,0.23164000000000015,0.00036800000000000016,0.08841600000000036,0.18862399999999896,0.302299999999999,0.014676000000000067,0.17273199999999994,15
4,0.266659999999999,0.00031200000000000016,0.17578399999999877,0.14830799999999966,0.2004000000000002,0.02779600000000014,0.1799880000000002,20
5,0.2797239999999998,0.0010999999999999988,0.11538400000000001,0.13638799999999893,0.29619599999999996,0.013300000000000136,0.15679999999999997,25
6,0.23122400000000015,0.0007040000000000004,0.09544400000000068,0.16769599999999932,0.27533999999999964,0.01569600000000007,0.213004,30
7,0.27835006021678016,0.0001967081493376155,0.1249618627057409,0.15006021678040937,0.21579285427538988,0.016627860297069492,0.21289040545965468,35
8,0.2179839999999997,0.00017200000000000006,0.14540399999999928,0.21131599999999925,0.19607199999999972,0.034460000000000386,0.1936280000000002,40
9,0.21493397358943592,0.0002040816326530613,0.16321328531412582,0.17158463385354109,0.22359743897559015,0.021480592236894885,0.2039615846338539,45
10,0.2317394789579138,0.00043286573146292603,0.1210260521042074,0.17746292585170068,0.28675350701402785,0.01295390781563145,0.16845691382765537,50
11,0.23901600000000026,0.0005320000000000002,0.12139199999999928,0.12623200000000026,0.31427600000000017,0.009728000000000195,0.18763200000000002,55
12,0.2697919999999989,0.0007040000000000005,0.07048400000000059,0.11825199999999995,0.34832000000000113,0.007884000000000007,0.18308400000000025,60
13,0.23341999999999943,0.0003040000000000002,0.08112000000000043,0.11799200000000055,0.3753200000000006,0.012148000000000075,0.17840800000000026,65
14,0.2859126493613516,0.0011742892459826904,0.1041120725175115,0.09242274412855372,0.3903090234857855,0.008792748248866883,0.11547589616810952,70
15,0.18462656439241007,0.0004642712959224872,0.11711344368187174,0.1766289866774322,0.2970569236980221,0.02208316511909584,0.2011546225272502,75
16,0.15491089929548324,0.0004931620389556572,0.0535681723995032,0.2076170741815157,0.3556610029009526,0.014053046000828942,0.2124616659759637,80
17,0.1963666482606295,0.0005632247377139706,0.04588625069022666,0.16862506902263952,0.3719602429596878,0.0097018221976808,0.20550524572059597,85
18,0.1437444933920708,0.0003259911894273129,0.1546696035242291,0.12515418502202685,0.22815859030836988,0.03151541850220274,0.3154537444933916,90
19,0.17069496462754882,0.0016645859342488524,0.14749063670411863,0.128622555139409,0.3420765709529753,0.024178110694964557,0.1843820224719096,95
20,0.1898074608904934,0.0011391897312474902,0.08672282390693993,0.17638989169675032,0.3415363016446045,0.015282791817087879,0.18818692338547877,100
21,0.21083999999999983,0.0008000000000000006,0.09447600000000073,0.17018799999999942,0.33463200000000004,0.012000000000000222,0.17574399999999854,105
22,0.24833600000000033,0.0009599999999999979,0.09418400000000038,0.13174399999999886,0.3107360000000009,0.01258000000000001,0.2002279999999999,110
23,0.20699999999999982,0.00046000000000000034,0.12711199999999973,0.11402399999999928,0.33705200000000024,0.020924000000000064,0.1923559999999991,115
24,0.198410728582866,0.0004483586869495599,0.11379103282626049,0.15809047237790114,0.3098158526821458,0.021124899919935866,0.19710968775019996,120
25,0.1987719999999998,0.00025200000000000016,0.10010400000000041,0.1661799999999992,0.3014119999999998,0.013268000000000089,0.21870399999999968,125
26,0.24401199999999945,0.0007880000000000005,0.12011199999999973,0.13458000000000023,0.2390799999999996,0.013260000000000162,0.24711599999999975,130
27,0.2278159999999994,0.0009479999999999997,0.11151199999999922,0.15766799999999978,0.22703199999999998,0.013160000000000206,0.26094399999999957,135
28,0.2384400000000001,0.0016319999999999878,0.1273839999999999,0.1449920000000005,0.23167999999999975,0.015316000000000133,0.23926799999999956,140
29,0.1659716312056737,0.0003262411347517731,0.1050354609929081,0.21573049645390097,0.24060992907801435,0.01428368794326233,0.2569503546099291,145
