,anger,disgust,fear,joy,sadness,surprise,neutral,start_patch
0,0.21442513368983593,0.00039438502673796815,0.13184491978609564,0.240804367201424,0.23648172905525855,0.00803921568627464,0.1667825311942954,0
1,0.31526104417670114,0.00039045069165551116,0.1317893797411859,0.14153949129852586,0.2148705934850506,0.010243195002231241,0.18481258366800365,5
2,0.22954134658833725,0.0003795752372345235,0.11344103027564281,0.2115160415725232,0.20205377315860754,0.014215996384997763,0.22764347040216787,10
3,0.18546854942233565,0.0011245186136071808,0.18796662387676377,0.19972785622592687,0.26388189987162863,0.029650834403081486,0.13099101412066635,15
4,0.1031149892421691,0.00018885967009323463,0.11005020320344083,0.19332058331340887,0.32397561558689786,0.019419077217308515,0.24898876404494247,20
5,0.12803751019298693,0.0007039956509921169,0.1012150040771948,0.31027996738243663,0.2548382712693647,0.010516444686056113,0.19300896982875612,25
6,0.18889376646180828,0.0016330114135206268,0.12361720807726125,0.22235733099209595,0.2892800702370503,0.0099604916593504,0.1631167690956976,30
7,0.14786000000000027,0.0020949999999999923,0.1298600000000001,0.24061999999999983,0.30665999999999877,0.014920000000000102,0.15656,35
8,0.21013715710723063,0.0014006650041562734,0.11564006650041568,0.17280133000831174,0.28847880299251843,0.01140482128013319,0.19918536990856192,40
9,0.18893724232707237,0.000604672469079249,0.13158039395327595,0.16240036646816305,0.30704993128721864,0.01971598717361429,0.18874942739349476,45
10,0.15757095709570973,0.0004752475247524755,0.21499009900990154,0.20065346534653458,0.26150495049504957,0.011643564356435583,0.15219801980198025,50
11,0.14828512396694207,0.0010950413223140502,0.05064049586776861,0.2099173553719007,0.11719008264462809,0.014669421487603279,0.45696280991735516,55
12,0.1284261682242992,0.0008934579439252329,0.12634766355140215,0.24364112149532566,0.30287476635513877,0.032343925233644814,0.16437009345794373,60
13,0.18338129496402766,0.00027064063035286067,0.1182254196642686,0.10272010962658248,0.2533333333333323,0.04811236724905806,0.29324426173346996,65
14,0.15405058781617295,0.0007730673316708224,0.12172069825436416,0.20281083006768622,0.2663163519771979,0.06728535803348769,0.1859600997506224,70
15,0.2318139534883708,0.0007513416815742394,0.10244722719141351,0.14961359570661725,0.2512415026833611,0.055914132379249144,0.2071735241502666,75
16,0.18239013933547668,0.0001607717041800644,0.10709181850660927,0.123154698106466,0.24643444087173888,0.03122901036084344,0.30858520900321457,80
17,0.16465242718446452,0.0015145631067961093,0.12052038834951453,0.290365048543688,0.17395339805825094,0.07533592233009694,0.1730019417475728,85
18,0.15754296874999893,0.0005117187500000002,0.10769921875000057,0.1829882812499984,0.27165624999999727,0.04141796875000017,0.2373281249999999,90
19,0.15918948126801022,0.00028458213256484167,0.10362031700288218,0.210749279538904,0.23869956772334155,0.036390489913545085,0.25036023054755074,95
20,0.1550347095359877,0.0002849835586408478,0.11350018268176804,0.23208622579466334,0.22912312751187344,0.03523931311655126,0.23388381439532288,100
21,0.17660783621602458,0.0004518178609248149,0.08712319096364333,0.24388280974231996,0.19565125308859757,0.048069184609954435,0.2472961524885266,105
22,0.18512681772066236,0.0013831586066959708,0.0898241460940144,0.1680419343929647,0.27932702062901565,0.02789651673993938,0.24769360838687854,110
23,0.18338129496402766,0.00027064063035286067,0.1182254196642686,0.10272010962658248,0.2533333333333323,0.04811236724905806,0.29324426173346996,115
24,0.17960162301733595,0.00023238657322021406,0.11332349686462588,0.19357063814090447,0.2649723349317583,0.03749538915529363,0.20987089634821038,120
25,0.19165038733580275,0.00028965981812057953,0.12077130346918132,0.13889188278881712,0.26321657123610626,0.027500842034355034,0.256904681711012,125
26,0.3056364922206503,0.0003925035360678927,0.14769801980197875,0.11747524752475265,0.22495049504950346,0.04177157001414497,0.16124469589816132,130
27,0.20556829679595212,0.0004789207419898822,0.10565261382799275,0.17087689713321863,0.2125328836424953,0.02658010118043879,0.2772647554806069,135
28,0.23489572287027186,0.0007387769529869208,0.12250618593142448,0.19166489925768618,0.2218310357016608,0.029908094733121626,0.19740544361965312,140
29,0.24469122023809478,0.0018452380952380905,0.13991815476190456,0.20365699404761722,0.18636160714285627,0.03084821428571446,0.191886160714285,145
30,0.24040237928621172,0.0006962911126662007,0.1084254723582928,0.16749125262421183,0.22280965710286785,0.03203988803359015,0.22709937018894255,150
31,0.14779861394211127,0.0010680799021606177,0.13947003668976748,0.20184671830411638,0.2936485935589064,0.030517733387688747,0.18454137790460642,155
